C0220597	Adult Hodgkin Lymphoma
C3150942	SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE
C0268575	Isovaleryl-CoA dehydrogenase deficiency
C0751713	Inclusion Body Myopathy, Sporadic
C1864621	RETINITIS PIGMENTOSA 36
C4478716	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1
C2718076	Fetal Mummification
C4014997	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1
C0238339	Hereditary pancreatitis
C1849453	Rapadilino syndrome
C0205789	Hemangioma, Intramuscular
C0205788	Histiocytoid hemangioma
C0233767	Hallucinations, Tactile
C1836706	Hyperthyroidism, Nonautoimmune
C2750442	Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
C2930896	Congenital thrombotic disease, due to Protein C deficiency
C1836705	Pseudohyperkalemia, Familial, 2, due to Red Cell Leak
C0086981	Sicca Syndrome
C3808115	CATARACT 12, MULTIPLE TYPES
C2750448	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6
C1837073	Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy
C1844376	Granulomatous Disease, Chronic, X-Linked
C0153437	Malignant neoplasm of cecum
C1861366	SYNDACTYLY, TYPE III
C2673922	Amelogenesis Imperfecta, Hypomaturation Type, Iia1
C2673923	Amelogenesis Imperfecta, Type Ic
C0752308	Hypoxia-Ischemia, Brain
C4015542	NEPHRONOPHTHISIS 19
C2937358	Cerebral Hemorrhage
C1867904	LONG QT SYNDROME 5
C0752304	Hypoxic-Ischemic Encephalopathy
C0752305	Anoxic-Ischemic Encephalopathy
C0752306	Anoxia-Ischemia, Brain
C0752307	Anoxia-Ischemia, Cerebral
C0042769	Virus Diseases
C1864846	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1 (disorder)
C0017205	Gaucher Disease
C4693941	PREMATURE OVARIAN FAILURE 14
C4693947	PROTOPORPHYRIA, ERYTHROPOIETIC, 2
C1864840	Combined Oxidative Phosphorylation Deficiency 3
C1837610	ICHTHYOSIS PREMATURITY SYNDROME
C4693948	DRUG METABOLISM, ALTERED, CYP2C8-RELATED
C1837618	CILIARY DYSKINESIA, PRIMARY, 3
C1868118	Orofaciodigital syndrome 5
C3808739	MYASTHENIC SYNDROME, CONGENITAL, 8
C1258104	Diffuse Scleroderma
C0949496	Luft Disease
C3280777	VENTRICULAR SEPTAL DEFECT 1
C1861313	Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly
C0339284	Polymorphous corneal dystrophy
C1969342	PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED
C0086666	Myocardial Preinfarction Syndrome
C0086664	Myelocele
C0035313	Retinal Dysplasia
C0917715	Hajdu-Cheney Syndrome
C0917713	Becker Muscular Dystrophy
C0740345	Germ Cell Cancer
C0740340	Amyloidosis, Familial
C3280617	Nephronophthisis-like nephropathy
C3280616	CRANIOECTODERMAL DYSPLASIA 4
C3501679	Bleeding Disorder due to Defective Thromboxane A2 Receptor
C3280612	NEPHRONOPHTHISIS 13
C4521481	Pseudomyotonia (finding)
C0023176	Lead Poisoning
C0679360	Foodborne Disease
C3151295	HYPOMAGNESEMIA 6, RENAL
C1848916	Tay-Sachs Disease, Variant B1
C3278154	GLUTARIC ACIDEMIA IIA
C1848914	Hexosaminidase A Deficiency, Adult Type
C3278156	GLUTARIC ACIDEMIA IIC
C0268318	Cholestasis of pregnancy
C3151440	PITUITARY HORMONE DEFICIENCY, COMBINED, 6
C2931218	Tetraamelia multiple malformations
C2931743	Lactate dehydrogenase deficiency type A
C0268312	Progressive intrahepatic cholestasis (disorder)
C0265998	ANONYCHIA
C2931746	Sulfocysteinuria
C2931213	Usher syndrome, type 2C
C0027868	Neuromuscular Diseases
C0685381	Congenital hypoplasia of radius
C4072872	obsolete Rod-cone dystrophy
C0878681	Dent's disease
C0878682	Ceruloplasmin deficiency
C0878683	Pituitary Dwarfism Type 3
C0878684	SHORT syndrome
C0085083	Ovarian Hyperstimulation Syndrome
C0029882	Otitis Media
C0029883	Otitis Media with Effusion
C0023281	Leishmaniasis
C0085084	Motor Neuron Disease
C0023283	Leishmaniasis, Cutaneous
C4015360	NEMALINE MYOPATHY 10
C0741160	Aortic Aneurysm, Ruptured
C4015368	AORTIC ANEURYSM, FAMILIAL THORACIC 9
C1866994	Ulnar-mammary syndrome
C1970203	Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy
C0271710	Reactive hypoglycemia
C0271714	Hypoglycemia, leucine-induced
C0302356	incomplete anencephaly, hemicrania
C0040997	Trigeminal Neuralgia
C0751339	Myasthenia Gravis, Generalized
C1862858	Red, cracking, peeling skin at birth
C0751334	Progressive Proximal Myelopathic Muscular Atrophy
C0751335	Scapuloperoneal Form of Spinal Muscular Atrophy
C0751336	Distal Muscular Dystrophies
C0751337	X-Linked Emery-Dreifuss Muscular Dystrophy
C0751330	Unilateral Hypotonia
C3551716	CORTISONE REDUCTASE DEFICIENCY 1
C3809092	ADAMS-OLIVER SYNDROME 4
C0029089	Ophthalmoplegia
C3810359	RENAL HYPODYSPLASIA/APLASIA 2
C0020480	Hyperlipoproteinemia Type IV
C0266642	Situs ambiguus
C3810350	Bone marrow failure syndrome 2
C0497156	Lymphadenopathy
C0751480	Reflex, Triceps, Abnormal
C0751481	Reflex, Triceps, Decreased
C0751484	Sporadic Retinoblastoma
C1853959	Birdshot chorioretinopathy
C3809893	EPISODIC PAIN SYNDROME, FAMILIAL, 2
C0750987	Arterial Diseases, Common Carotid
C0023827	liposarcoma
C0026987	Myelofibrosis
C1835614	Hereditary Hyperexplexia
C0011251	Delusional disorder
C1535942	Polyglandular Type III Autoimmune Syndrome
C1845333	Mental Retardation, X-Linked 45
C1835612	LACRIMAL DUCT DEFECT
C1623038	Cirrhosis
C3810175	SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY
C0347515	Spinal Meningioma
C4540040	FRASER SYNDROME 3
C4014540	MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
C0234238	Ache
C4014545	Tatton Brown Rahman syndrome
C4479431	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY
C0234544	Todd Paralysis
C0234230	Pain, Burning
C1839071	Spermatogenic Failure, Nonobstructive, Y-Linked
C0585274	Periodic syndrome
C4310718	SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY
C2024891	Reduced exercise tolerance
C4310714	SESSILE SERRATED POLYPOSIS CANCER SYNDROME
C1368683	Epithelioma
C4310717	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 41
C4225199	CARDIAC ARRHYTHMIA WITH INCREASED SERUM CREATINE KINASE
C1305968	Eccrine dermal cylindroma
C1857093	DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE (disorder)
C0278600	Childhood Brain Stem Glioma
C0278601	Inflammatory Breast Carcinoma
C0034734	Raynaud Disease
C0034735	Raynaud Phenomenon
C4280330	Coronal synostosis
C4510744	46,XY partial gonadal dysgenesis
C4510743	Carbohydrate deficient glycoprotein syndrome type 1o
C0950121	Denys-Drash Syndrome
C0950122	Frasier Syndrome
C3899155	hereditary neuroblastoma
C0339512	Bull's eye macular dystrophy
C0018675	Head Neoplasms
C1845181	MENTAL RETARDATION, X-LINKED 78
C3553676	HETEROTAXY, VISCERAL, 6, AUTOSOMAL
C0018672	Head Banging
C0018671	Head and Neck Neoplasms
C0042594	Vestibular Diseases
C0022410	Joint Instability
C3150644	BRACHYDACTYLY, TYPE E2
C4014283	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6
C1332347	Atypical Ductal Breast Hyperplasia
C2237660	exudative macular degeneration
C1855304	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1
C1859499	3-methylcrotonyl CoA carboxylase 2 deficiency
C0025500	Mesothelioma
C4310779	SPERMATOGENIC FAILURE 15
C4310778	YOU-HOOVER-FONG SYNDROME
C3280182	ADAMS-OLIVER SYNDROME 2
C4310773	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30
C4310772	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART
C4310771	MENTAL RETARDATION, AUTOSOMAL DOMINANT 43
C3809918	MULTIPLE FIBROADENOMAS OF THE BREAST
C4310776	RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS
C4310775	DEAFNESS, AUTOSOMAL DOMINANT 70
C4310774	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42
C0038874	Supratentorial Neoplasms
C3553719	AMYOTROPHIC LATERAL SCLEROSIS 18
C1838854	DEAFNESS, AMINOGLYCOSIDE-INDUCED
C3539920	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE
C4551902	Craniosynostosis, Type 1
C4551904	Total Anomalous Pulmonary Venous Return 1
C4551906	Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus
C0162526	AIDS-Related Opportunistic Infections
C1836485	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 (disorder)
C3809910	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES
C4521256	Glomerulopathy Assessment
C3152055	D-2-HYDROXYGLUTARIC ACIDURIA 1
C0018099	Gout
C1260899	Anemia, Diamond-Blackfan
C4284284	Neuronal Ceroid Lipofuscinosis Type 4B
C0271091	Retinoschisis, Juvenile, X-Linked
C0001231	ACTH Syndrome, Ectopic
C1866174	Phosphoglycerate Dehydrogenase Deficiency
C1866176	EXUDATIVE VITREORETINOPATHY 4 (disorder)
C0342749	GLYCOGEN STORAGE DISEASE Ic
C4015146	RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES
C0265223	Cohen syndrome
C2675711	Dyschromatosis Universalis Hereditaria 1
C0263454	Chloracne
C0282548	Leukostasis
C1832845	USHER SYNDROME, TYPE ID
C0031900	Pierre Robin Syndrome
C0677598	Stomatocytosis Result
C0346402	Malignant neoplasm of adrenal cortex
C0346153	Breast Cancer, Familial
C0852036	Pregnancy associated hypertension
C0009398	Color vision defect
C0001627	Congenital adrenal hyperplasia
C0001624	Adrenal Gland Neoplasms
C0001623	Adrenal gland hypofunction
C0001621	Adrenal Gland Diseases
C1850451	CEROID LIPOFUSCINOSIS, NEURONAL, 1
C1850456	Progressive microcephaly
C0338831	Manic
C1856113	Mowat-Wilson syndrome
C0031154	Peritonitis
C0035457	Rhinitis, Allergic, Perennial
C1856448	Bernard-Soulier Syndrome, Type C
C0280302	Squamous cell carcinoma of lip
C3149841	POLYCYSTIC KIDNEY DISEASE 1
C1837915	ERYTHROCYTOSIS, FAMILIAL, 2
C0079740	High Grade Lymphoma (neoplasm)
C0079741	Lymphoma, Intermediate-Grade
C0079747	Low Grade Lymphoma (neoplasm)
C0079744	Diffuse Large B-Cell Lymphoma
C0079745	Lymphoma, Large-Cell, Follicular
C1861195	Glanzmann Thrombasthenia, Autosomal Dominant
C1861194	Thrombasthenia-Thrombocytopenia, Hereditary
C0700359	Organophosphate poisoning
C0002880	Autoimmune hemolytic anemia
C2880562	Age-related cortical cataract
C2931008	Congenital disorder of glycosylation type 2A
C2931009	Congenital disorder of glycosylation type 2D
C0796089	LISSENCEPHALY SYNDROME, NORMAN-ROBERTS TYPE
C0796083	Najjar syndrome
C2931001	Congenital disorder of glycosylation type 1G
C0796081	Myhre syndrome
C2931004	Congenital disorder of glycosylation type 1J
C2931005	Congenital disorder of glycosylation type 1K
C0796085	Nance-Horan syndrome
C2931007	Congenital disorder of glycosylation type 1X
C1864100	PSEUDOHYPOPARATHYROIDISM, TYPE IB
C3279614	BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO
C4479608	MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT
C4479603	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS
C3694531	GLYCOGEN STORAGE DISEASE IXa1
C0002888	Anemia, Megaloblastic
C4722488	Thyroid Stimulating Hormone Resistance
C1855796	Hypoproteinemia, Hypercatabolic
C0154059	Carcinoma in situ of esophagus
C3494162	Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous
C1855792	ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1
C1720802	Refsum Disease, Phytanoyl-CoA Hydroxylase Deficiency
C0751583	Encephalitis, West Nile Fever
C0795688	Subarachnoid Hemorrhage, Intracranial
C0085413	Polycystic Kidney, Autosomal Dominant
C0018564	Hand deformities
C0085417	Epilepsy, Complex Partial
C2677821	Prostate Cancer, Hereditary, 13
C3267076	Familial scaphocephaly syndrome
C0546127	Mercury Poisoning, Nervous System
C0546126	Acute Confusional Senile Dementia
C0546125	Nemaline Myopathy, Childhood Onset
C0017612	Glaucoma, Open-Angle
C4540453	NEPHROTIC SYNDROME, TYPE 16
C0019154	Hepatic Vein Thrombosis
C0268603	Acetyl-CoA: carboxylase deficiency
C1387925	Abnormality of limbs
C1863844	Adult-onset citrullinemia type 2
C1857242	Rhizomelic chondrodysplasia punctata, type 2
C0751585	West Nile Fever Meningoencephalitis
C0751584	West Nile Fever Meningitis
C1857798	Immunodeficiency due to Defect in CD3-Zeta
C0221163	Motor Disorders
C3280402	SCLEROSTEOSIS 2
C1855861	Glycogen Storage Disease 0, Liver
C3554055	PEROXISOME BIOGENESIS DISORDER 14B
C0751812	Coma, Post-Traumatic, Prolonged
C4046029	Mental Disorders, Severe
C1855869	Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant
C0023343	Leprosy
C1859372	Calcification of Joints and Arteries
C4693860	DEVELOPMENTAL DELAY, INTELLECTUAL DISABILITY, OBESITY, AND DYSMORPHIC FEATURES
C4693362	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2
C0031485	Phenylketonurias
C3850155	Congenital Microtia
C0027821	Neurocirculatory Asthenia
C0030421	Paraganglioma
C3810012	RIENHOFF SYNDROME
C1852146	DERMODISTORTIVE URTICARIA
C4015728	NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET
C0030354	Papilloma
C1852145	Familial dermographism
C4015729	PEELING SKIN SYNDROME 3
C1837750	Oligodontia-Colorectal Cancer Syndrome
C0007196	Restrictive cardiomyopathy
C0038160	Staphylococcal Infections
C1834752	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)
C4304832	Primary pigmented nodular adrenocortical disease
C1853892	Dimethylglycine Dehydrogenase Deficiency
C1963674	Spinocerebellar Ataxia 10
C0152018	Esophageal carcinoma
C0155675	Pulmonary Arteriovenous Fistulas
C0432242	Desbuquois syndrome
C0432243	Spondyloepimetaphyseal Dysplasia With Joint Laxity
C4011726	MYOPATHY, TUBULAR AGGREGATE, 1
C4551572	MYOFIBROMATOSIS, INFANTILE, 1
C0266361	True Hermaphroditism (disorder)
C3658294	Hereditary Antithrombin Deficiency
C1956125	Alagille Syndrome 1
C3658290	Drug-Induced Acute Liver Injury
C4748694	IMMUNODEFICIENCY 15A
C3658299	Zellweger Spectrum
C1853096	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6
C2678098	Hypospadias 1, X-Linked
C0019112	Hemorrhoids
C0338586	Vertebral Artery Dissection
C0338582	Sporadic Cerebral Amyloid Angiopathy
C1853099	Cornelia de Lange Syndrome 3
C0155017	Color Blindness, Blue
C0155016	Color Blindness, Red-Green
C0155015	Color Blindness, Red
C4273658	Graham Little Piccardi Lassueur syndrome
C0810364	Cleft Lip with or without Cleft Palate
C0036902	Sexual Arousal Disorder
C0155018	Color Blindness, Acquired
C3888102	Frontotemporal Dementia With Motor Neuron Disease
C3888104	Glomerulopathy with fibronectin deposits
C0340493	Paroxysmal familial ventricular fibrillation
C3150796	NEPHRONOPHTHISIS 11
C4748070	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66
C0400823	Neutropenic colitis
C3152144	AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE
C0751675	Cerebral Primitive Neuroectodermal Tumor
C0751674	Lymphangioleiomyomatosis
C4225156	MENTAL RETARDATION, AUTOSOMAL DOMINANT 34
C1853230	Aphakia, congenital primary
C0751671	Machado-Joseph Disease Type IV
C0751670	Machado-Joseph Disease Type III
C4225233	RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT
C1835407	HEPATITIS C VIRUS, SUSCEPTIBILITY TO
C0039483	Giant Cell Arteritis
C3496069	cocaine use
C0004623	Bacterial Infections
C0282507	Heat Stress Disorders
C1842237	Charcot-Marie-Tooth Disease, Dominant Intermediate C
C0238358	Hypokalemic periodic paralysis
C0033626	Protein Deficiency
C0238357	Hyperkalemic periodic paralysis
C0403553	Renal dysplasia and retinal aplasia (disorder)
C0027765	nervous system disorder
C0403554	Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness
C0403555	Ochoa syndrome
C3806402	EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION
C4225388	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 49
C4082304	Oligodontia
C4082305	Deaf Mutism
C4082301	Developmental Porencephaly
C2750467	Cardiomyopathy, Familial Hypertrophic, 14
C2750466	Cardiomyopathy, Dilated, 1EE
C3553951	PEROXISOME BIOGENESIS DISORDER 7B
C2930984	Malignant hyperthermia susceptibility type 5
C0752097	Autosomal Dominant Juvenile Parkinson Disease
C0018794	Heart Block
C4704885	Fibrocartilaginous Dysplasia of Bone
C0014547	Epilepsies, Partial
C4693509	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G
C0018790	Cardiac Arrest
C4693672	SPINOCEREBELLAR ATAXIA 47
C0206632	Angiolipoma
C1279412	periodic paralysis (finding)
C0014549	Tonic-Clonic Epilepsy
C0018799	Heart Diseases
C0272339	Prekallikrein deficiency
C0005283	beta Thalassemia
C2675369	Chromosome 22q11.2 Microduplication Syndrome
C0272080	Hemoglobin D disease
C0936273	Familial Amyloid Polyneuropathy, Type IV
C1510479	Neuralgic Amyotrophy
C4552070	Pulmonary Hypertension, Primary, 1
C4552072	X-linked infantile spasms
C1510472	Drug Dependence
C4552078	PSEUDO-TORCH SYNDROME 1
C4552079	Premature Ovarian Failure 1
C1861348	Syndactyly, type v
C0272087	Congenital Methemoglobinemia
C0274859	Inorganic Mercury Poisoning
C1970506	CILIARY DYSKINESIA, PRIMARY, 6
C1858266	Bare Lymphocyte Syndrome, Type I
C1836182	Chondrodysplasia, acromesomelic, with genital anomalies
C0018425	Gyrate Atrophy
C0042781	Visceral Myopathy
C0334588	Giant Cell Glioblastoma
C4751597	Fatal post-viral neurodegenerative disorder
C0334582	Fibrillary Astrocytoma
C0334583	Pilocytic Astrocytoma
C0334580	Protoplasmic astrocytoma
C0334581	Gemistocytic astrocytoma
C0334584	Spongioblastoma
C1860339	WAARDENBURG SYNDROME, TYPE IIA
C4310634	DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES
C0028043	Nicotine Dependence
C0700299	Heinz Body Anemias
C0393541	Distal Spinal Muscular Atrophy
C3280795	HYPOPLASTIC LEFT HEART SYNDROME 2
C3280797	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P
C3280798	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB
C3280799	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB
C0002452	Amelogenesis Imperfecta
C0002453	Amenorrhea
C0086649	MPS III C
C0086648	MPS III B
C1395264	Deep seated dermatophytosis
C0086647	Mucopolysaccharidosis Type IIIA
C0033999	Pterygium
C1334807	Mucinous carcinoma of breast
C2931588	GEMSS syndrome
C2931585	Gaucher-like disease
C3810394	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE
C0003850	Arteriosclerosis
C0740363	Back Pain with Radiation
C1855305	Ter Haar syndrome
C1834235	NEUROFIBROMATOSIS, FAMILIAL SPINAL
C1855652	Fetus Small for Gestational Age
C1850155	TORG-WINCHESTER SYNDROME
C0018939	Hematological Disease
C1562689	Congenital hereditary endothelial dystrophy
C1859148	Chondrodysplasia, blomstrand type
C0018932	Hematochezia
C1833245	Retinitis Pigmentosa 17
C1833247	SCHIZOPHRENIA 4 (disorder)
C1848640	USHER SYNDROME, TYPE I, FRENCH VARIETY, FORMERLY
C3550973	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
C3278138	FIBROCHONDROGENESIS 1
C2931760	Acrocallosal syndrome, Schinzel type
C4015686	LETHAL CONGENITAL CONTRACTURE SYNDROME 6
C0268379	Pseudocholinesterase deficiency
C1864826	Epidermolysis bullosa, lethal acantholytic
C0268374	Adult junctional epidermolysis bullosa (disorder)
C3279840	Methylmalonate Semialdehyde Dehydrogenase Deficiency
C3279841	Pyruvate Dehydrogenase E1-Beta Deficiency
C0268371	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails
C1527348	Brain Hypoxia
C1834582	MYELOPROLIFERATIVE SYNDROME, TRANSIENT
C0701818	Choledocholithiasis
C0016579	Formication
C0431420	Vein of Galen aneurysm
C2936915	Amylo-1,6-glucosidase deficiency
C2751843	Leukoencephalopathy, Cystic, Without Megalencephaly
C2936913	Porphyria, South African type
C0344490	Sacral agenesis
C0393734	Complex Partial Status Epilepticus
C4310709	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2
C3495483	Amish Brittle Hair Brain Syndrome
C3495488	Axenfeld-Rieger syndrome
C1455728	Acute fatty liver of pregnancy
C1858763	Cardiomyopathy, Dilated, 1g
C3280897	JOUBERT SYNDROME 15
C0037999	Splenic Neoplasms
C0409959	Osteoarthritis, Knee
C0037997	Splenic Diseases
C0431399	Familial aplasia of the vermis
C0085605	Liver Failure
C1856303	GSD IV, Neuromuscular Form, Fatal Perinatal
C1856304	GSD IV, Neuromuscular Form, Congenital
C1856305	GSD IV, Neuromuscular Form, Childhood
C0085602	Polydipsia
C0020598	Hypocalcemia
C0242387	Mandibulofacial Dysostosis
C0242383	Age related macular degeneration
C0242380	Libman-Sacks Disease
C4304537	2p21 microdeletion syndrome
C0013902	Elliptocytosis, Hereditary
C0013903	Ellis-Van Creveld Syndrome
C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C0268595	Glutaric aciduria, type 1
C0026827	Muscle hypotonia
C0030167	Pachymeningitis
C3810376	PREMATURE OVARIAN FAILURE 9
C0266999	Vesicular Stomatitis
C3714618	Primary Hyperthyroidism
C0026825	Flaccid Muscle Tone
C3809872	PERIVENTRICULAR NODULAR HETEROTOPIA 6
C3809875	VAN MALDERGEM SYNDROME 2
C3809877	Prader-Willi-like syndrome
C0023806	Lipomucopolysaccharidosis
C0023804	Lipomatosis, Multiple Symmetrical
C0037199	Sinusitis
C0037198	Sinus Thrombosis, Intracranial
C1846431	SMITH-MCCORT DYSPLASIA
C0007177	Cardiac Tamponade
C1535926	Neurodevelopmental Disorders
C2677109	Leukodystrophy, Hypomyelinating, 4
C4015923	AGAMMAGLOBULINEMIA 3
C2677100	Inflammatory Bowel Disease 14
C2677101	Inflammatory Bowel Disease 13
C2677106	Atrial Fibrillation, Familial, 7
C1842531	Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp
C4540020	JOINT LAXITY, SHORT STATURE, AND MYOPIA
C1842534	DYSTONIA 18 (disorder)
C0079218	Fibromatosis, Aggressive
C0221765	Chronic schizophrenia
C4479416	SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY
C0000772	Multiple congenital anomalies
C0000771	Abnormalities, Drug-Induced
C1302995	Congenital Fibrosis of the Extraocular Muscles
C4225168	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52
C4014528	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27
C4707238	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency
C4082174	Thyrotropin deficiency, isolated
C4082173	Porencephaly
C4707237	Striate palmoplantar keratoderma
C4082171	Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency
C0036572	Seizures
C0149504	Encephalopathy, Toxic
C1852551	Epithelial Recurrent Erosion Dystrophy
C3150681	CARDIOMYOPATHY, DILATED, 1R
C1852555	CORNEAL ENDOTHELIAL DYSTROPHY 1, AUTOSOMAL DOMINANT
C4025845	Abnormality iris morphology
C4025846	Abnormality of vision
C0018944	Hematoma
C4748269	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5
C0406537	Morbilliform Drug Reaction
C3554316	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15
C4748263	OVARIAN DYSGENESIS 7
C0205766	Myxofibroma
C1832216	Bosley-Salih-Alorainy Syndrome
C1970757	Tooth Agenesis, Selective, X-Linked, 1
C3281288	PREECLAMPSIA/ECLAMPSIA 5
C1842398	Neutrophil Immunodeficiency Syndrome
C1845167	Dent Disease 2
C1845168	Hypophosphatemic Rickets, X-Linked Recessive
C3810212	JOUBERT SYNDROME 21
C1857423	Cystic Kidney Disease with Ventriculomegaly
