C0220597	Adult Hodgkin Lymphoma
C0272334	Hereditary factor XII deficiency disease
C0751633	Carotid Artery Plaque
C1861696	EAR WAX, WET/DRY
C1861693	Cervical Vertebral Dysplasia
C1510472	Drug Dependence
C1510471	Vitamin Deficiency
C1510475	Diverticulosis
C0274859	Inorganic Mercury Poisoning
C0752324	Focal Tonic Seizures
C1858266	Bare Lymphocyte Syndrome, Type I
C1867968	Porphyria Cutanea Tarda, Type I
C1867969	Porphyria, Acute Intermittent, Nonerythroid Variant
C1859570	BARDET-BIEDL SYNDROME 12
C0018425	Gyrate Atrophy
C0334588	Giant Cell Glioblastoma
C0206638	Giant Cell Tumor of Bone
C0334582	Fibrillary Astrocytoma
C0334583	Pilocytic Astrocytoma
C0334580	Protoplasmic astrocytoma
C0334581	Gemistocytic astrocytoma
C0334586	Pleomorphic Xanthoastrocytoma
C0334587	Astroblastoma
C0334584	Spongioblastoma
C3280790	ATRIAL SEPTAL DEFECT 8
C3280795	HYPOPLASTIC LEFT HEART SYNDROME 2
C4016383	OBESITY, ASSOCIATION WITH
C3280797	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P
C3280798	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB
C0002103	Atopic rhinitis
C0086649	MPS III C
C0086648	MPS III B
C1848702	Elevated urinary delta-aminolevulinic acid
C1848701	Elevated hepatic transaminase
C0852950	Atherosclerosis obliterans
C0003857	Congenital arteriovenous malformation
C0003855	Arteriovenous fistula
C0003851	Arteriosclerosis Obliterans
C0003850	Arteriosclerosis
C1850159	Widened metacarpal shaft
C1850158	Interphalangeal joint erosions
C1855305	Ter Haar syndrome
C1855304	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1
C1850155	TORG-WINCHESTER SYNDROME
C0035934	Rubinstein-Taybi Syndrome
C0009701	Congenital dislocation
C3550973	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
C0349529	Gastric Carcinoid Tumor
C0268379	Pseudocholinesterase deficiency
C0268375	Autosomal dominant epidermolysis bullosa simplex
C0268374	Adult junctional epidermolysis bullosa (disorder)
C0268373	Congenital junctional epidermolysis bullosa-pyloric atresia syndrome
C0013274	Patent ductus arteriosus
C4016963	HYPERTRIGLYCERIDEMIA, SUSCEPTIBILITY TO
C4016969	KAWASAKI DISEASE, SUSCEPTIBILITY TO
C2751843	Leukoencephalopathy, Cystic, Without Megalencephaly
C0344490	Sacral agenesis
C0271738	Hypocortisolism secondary to another disorder
C4023701	Impaired visuospatial constructive cognition
C4023703	Abnormality of the Leydig cells
C4023702	Hyoplasia of the Leydig cells
C4023709	Sacrococcygeal pilonidal abnormality
C0271737	Addison's disease due to autoimmunity
C1864364	Thoracolumbar interpediculate narrowness
C0342266	Insulin treated type 2 diabetes mellitus
C3873477	Reticular oral lichen planus
C0020594	Hypoactive Sexual Desire Disorder
C0409959	Osteoarthritis, Knee
C0409954	Osteoarthritis of elbow
C0409956	Osteoarthrosis of the carpometacarpal joint of the thumb
C0409957	Osteoarthritis of distal interphalangeal joint
C0409952	Idiopathic osteoarthritis
C2938983	Focal cortical dysplasia
C0085606	Urgency of micturition
C0085602	Polydipsia
C1856659	Polysplenia
C1856655	Hypoplasia of olfactory tract
C2887627	Chronic sialoadenitis
C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C0268595	Glutaric aciduria, type 1
C0268594	Glutaric aciduria
C0694550	Recurrent pneumonia
C0694551	Right lower quadrant pain
C0030167	Pachymeningitis
C0266623	Congenital anomaly of neck
C4304995	Recurrent squamous cell carcinoma
C0037199	Sinusitis
C0037198	Sinus Thrombosis, Intracranial
C2677109	Leukodystrophy, Hypomyelinating, 4
C0521755	Unidirectional Nystagmus
C3840167	Acute coccidioidomycosis
C2677102	Chromosome 10q23 Deletion Syndrome
C2677100	Inflammatory Bowel Disease 14
C2677101	Inflammatory Bowel Disease 13
C2677106	Atrial Fibrillation, Familial, 7
C2677105	Inflammatory Bowel Disease 12
C1262307	High turnover bone disease
C4479416	SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY
C0000772	Multiple congenital anomalies
C0000771	Abnormalities, Drug-Induced
C1302995	Congenital Fibrosis of the Extraocular Muscles
C0234213	Sensory denervation disorder
C0266196	Malrotation of colon
C0266190	Congenital atresia of colon
C1275465	Tumor stage mycosis fungoides
C0280099	Adult Solid Neoplasm
C0346345	Pleomorphic adenoma of lacrimal gland
C4014528	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27
C4304667	Benign concentric annular macular dystrophy
C4025667	Partial absence of cerebellar vermis
C0281328	Adult Subependymoma
C4082174	Thyrotropin deficiency, isolated
C4082173	Porencephaly
C4082172	Porencephalic cyst
C4082171	Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency
C4229700	Microcephaly (-3 to -9 SD)
C0036572	Seizures
C1846722	Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies
C0340647	Distal aortic dissection
C0340643	Dissection of aorta
C3658353	Nodding Syndrome
C1622502	Portal cirrhosis
C0340648	dissection of coronary artery
C0340649	Dissection of iliac artery
C4022892	Elevated transferrin saturation
C4022890	Specific pneumococcal antibody deficiency
C1849435	Renal tubular acidosis, distal, type 3
C4022895	Medial calcification of medium-sized arteries
C4744562	Metastatic Lung Non-Small Cell Carcinoma
C4022899	Bilateral wrist flexion contracture
C4744565	Metastatic Colon Carcinoma
C4744564	Metastatic Colorectal Carcinoma
C0452221	Osteomyelitis of vertebra
C2676272	Alopecia, Androgenetic, 3
C2676271	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)
C1274648	Segmental vitiligo
C0001824	Agranulocytosis
C0001825	Agraphia
C0001828	Agricultural Workers' Diseases
C4310751	SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS
C4310750	SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE
C4310753	PATENT DUCTUS ARTERIOSUS 3
C4310752	DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS
C4310755	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54
C4310754	MYOPATHY, DISTAL, 5
C4310757	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F
C4310756	HYPERALDOSTERONISM, FAMILIAL, TYPE IV
C4310759	RETINITIS PIGMENTOSA 75
C4310758	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H
C1389851	Parathyroid hypoplasia
C0242461	Purpura, Nonthrombocytopenic
C4748488	BONE MARROW FAILURE SYNDROME 5
C4551966	GLUT1 DEFICIENCY SYNDROME 1
C4551965	ANAUXETIC DYSPLASIA 1
C4551964	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1
C4551962	ACNE INVERSA, FAMILIAL, 1
C4551961	Familial Isolated Hyperparathyroidism
C4551960	Sertoli cell-only syndrome, type 1
C0038219	Status Dysraphicus
C0038218	Status Asthmaticus
C4748484	CARDIAC, FACIAL, AND DIGITAL ANOMALIES WITH DEVELOPMENTAL DELAY
C4551969	Bilateral Periventricular Nodular Heterotopia
C4551968	Lissencephaly, X-Linked, 1
C1833030	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC
C1836047	Long face
C0158564	Congenital vitreous anomaly
C0341461	Idiopathic acute pancreatitis
C0877635	Cytomegalovirus viremia
C1838916	ATAXIA AND POLYNEUROPATHY, ADULT-ONSET
C3888318	Myopathy, familial idiopathic inflammatory
C3888316	Hypercholesterolemia, familial, due to ligand-defective apolipoprotein B
C3888317	Sialidosis, type 2
C3839822	DICER1 syndrome
C0263477	Female pattern alopecia (disorder)
C0263472	Bromhidrosis
C4721773	Postoperative cognitive dysfunction
C4721772	Postoperative delirium
C4721771	Nasopharyngeal cancer stage IV
C0206019	HIV Encephalopathy
C1275114	Epidermolysis Bullosa Pruriginosa
C0263478	Ophiasis
C1332899	Cerebellar Glioblastoma
C1335325	Papillary Lung Adenocarcinoma
C0393947	Cholinergic crisis
C0346178	Ovarian gynandroblastoma
C0346172	Mucinous cystadenoma of ovary
C0346170	Serous cystadenoma of ovary
C0017083	Gangliosidoses
C0429468	Anovulatory (finding)
C0949570	Wheat Hypersensitivity
C1840396	Renal hamartoma
C1840390	Pseudohypoaldosteronism, Type IIb
C1610069	Circulatory depression
C1840392	HYPERPIGMENTATION, FAMILIAL PROGRESSIVE
C0035126	Reperfusion Injury
C0035127	Cumulative Trauma Disorders
C0948222	Sarcoma of peritoneum
C1847627	Dyskinesia, Familial, with Facial Myokymia
C1847626	Deafness, Autosomal Dominant 36
C0025988	Microglossia
C3854422	Root canal infection
C1394030	Coronal hypospadias
C1541923	Infective endocarditis
C2675192	Spherocytosis, Type 5
C2675191	Polymicrogyria, Bilateral Occipital
C0220754	Biotinidase Deficiency
C0220756	Niemann-Pick Disease, Type C
C0040156	Thyrotoxicosis
C0264122	Atrophy, Disuse
C1838263	Deafness, Autosomal Recessive 3
C1838261	DIABETES MELLITUS, INSULIN-DEPENDENT, 4
C2931029	Nevi flammei, familial multiple
C2931027	Neutropenia, severe chronic
C2931022	Amyloidosis, Cerebral, with Spongiform Encephalopathy
C1864124	SCHIZOPHRENIA 8 (disorder)
C1839798	Long nose
C1839797	Deep philtrum
C2212006	Small cell carcinoma of ovary
C1840535	Abnormality of the carpal bones
C0409543	Pyogenic arthritis of hip
C1112160	Gastrooesophageal cancer
C0302810	Uremia syndrome
C1867923	Posterior column ataxia
C2677843	Episodic Ataxia, Type 7
C0678199	Anemia of inadequate production
C4284047	HEMOGLOBIN AUBENAS PHENOTYPE
C1852301	Plantar pits
C2826055	Mixed phenotype acute leukemia T/myeloid
C4288936	Hyperkalemic Mineralocorticoid Resistance
C1707291	NUT midline carcinoma
C3826320	Food allergy in children
C4722330	Generalized Thyroid Hormone Resistance
C0031351	Pharyngo-Conjunctival Fever
C0031350	Pharyngitis
C1443016	Estradiol level result
C0333768	Tubular aggregates
C0030409	Paracoccidioidomycosis
C1839130	Dystonia 3, Torsion, X-Linked
C4476732	Endocapillary hypercellularity
C4693420	SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY
C0877306	Iris hyperpigmentation
C4551558	Fibromatosis, Gingival, Type 1
C4551559	Senior-Loken Syndrome 1
C4551556	SPECIFIC GRANULE DEFICIENCY 1
C4551557	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 1
C4551555	Congenital agranulocytosis
C4551552	Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 1
C4551550	EPILEPSY, HOT WATER, 1
C4551551	X-linked hereditary motor and sensory neuropathy
C0042818	Visual discomfort
C0393441	Chronic lymphocytic meningitis
C1836527	Distal sensory impairment of all modalities
C0431501	Bilateral arterial duct
C0268335	Ehlers-Danlos syndrome type 1
C0393446	Bacterial ventriculitis
C0221060	Mobius Syndrome
C0221061	Behr syndrome
C0206683	Papillary and follicular adenocarcinoma
C2827503	HFE-Associated Hereditary Hemochromatosis
C0027809	Neurilemmoma
C4024583	Increased adipose tissue
C1864869	Night Blindness, Congenital Stationary, Autosomal Dominant 1
C0027806	Neurenteric Cyst
C4073184	Thick hair
C0027804	Neurasthenia
C4024589	Aplasia/Hypoplasia of the mandible
C0391976	Pain Disorder
C4025676	Abnormality of the knee
C4025675	Abnormality of the radius
C4025674	Flared femoral metaphysis
C4025673	Recurrent Burkholderia cepacia infections
C4025672	Impaired memory B cell generation
C4025671	Sudden episodic apnea
C4025670	Abnormality of chromosome segregation
C4073182	Decreased carnitine level in liver
C0400807	Stress ulcer of stomach
C4025679	Stippled chondral calcification
C4025678	Abnormal trachea morphology
C2675547	Slender long bones with narrow diaphyses
C1836525	White mater abnormalities in the posterior periventricular region
C1739395	Takotsubo Cardiomyopathy
C4017564	C7 AND C6 DEFICIENCY, COMBINED SUBTOTAL
C4017565	FACTOR VIII (EAST HARTFORD) PHENOTYPE
C0282526	Hyperpipecolic Acidemia
C0282527	Infantile Refsum Disease (disorder)
C3472711	Spinocerebellar ataxia 36
C0282525	Adrenoleukodystrophy, Neonatal
C1842704	GAUCHER DISEASE, PERINATAL LETHAL
C0282528	Peroxisomal Disorders
C0282529	Chondrodysplasia Punctata, Rhizomelic
C1332137	Lung Acinar Adenocarcinoma
C1332139	Prostate Acinar Adenocarcinoma
C0338113	Uterine Corpus Sarcoma
C0423463	Opticociliary vessels
C4225269	CRANIOSYNOSTOSIS 6
C0279838	Oropharyngeal cancer recurrent
C1861328	Hypoplastic nasal septum
C1861329	Spinal canal stenosis
C0153167	Neurosyphilis, Asymptomatic
C1861324	Short philtrum
C1861325	Progressive conductive hearing impairment
C1861326	Stapes ankylosis
C4013716	Small cell carcinoma of the ovary, hypercalcemic type
C1859062	LONG QT SYNDROME 3
C1969653	MUNGAN SYNDROME
C1969652	BRACHYDACTYLY, TYPE B2 (disorder)
C1969651	Macular Degeneration, Age-Related, 9
C0262469	Embolic stroke
C1969656	MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4 (disorder)
C1969655	LETHAL CONGENITAL CONTRACTURAL SYNDROME 3
C0202075	17 Hydroxyprogesterone measurement
C0202071	Homovanillic acid measurement
C3710589	Cap Myopathy
C2751532	3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency
C2751535	Prostaglandin-Endoperoxide Synthase 1 Deficiency, Platelet
C2751536	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED
C4020911	Herpetiform corneal ulceration
C4286032	Adult separation anxiety disorder
C4020912	Flared humeral metaphysis
C4020917	Absent fifth fingernail
C4020919	Dense metaphyseal bands
C1850794	Proximal amyotrophy
C0395905	Postauricular fistula
C1850792	Congenital myasthenic syndrome ib
C4225246	SURF1-related Charcot-Marie-Tooth disease type 4
C1855675	Arima syndrome
C1855677	Brainstem dysplasia
C1855676	Aplasia/Hypoplasia of the cerebellar vermis
C1855670	Abnormal cornea morphology
C1855672	Immotile cilia
C0917730	Female sterility
C1859162	Neonatal cholestatic liver disease
C0018916	Hemangioma
C0023138	Laurence-Moon Syndrome
C0018915	Hemangioendothelioma
C0432291	Mandibuloacral dysostosis
C0432292	Familial expansile osteolysis
C0452143	Paraplegia, Flaccid
C0235328	Obstruction of colon
C0235329	Small bowel obstruction
C0016514	Foot-and-Mouth Disease
C0016510	Foot Diseases
C0016512	Foot pain
C1865313	Speech articulation difficulties
C1096189	Type II hypersensitivity
C1865318	Abnormality of the temporomandibular joint
C1096184	West Nile viral infection
C1866956	Aortic root dilation
C1866959	Sella Turcica, Bridged
C0729584	Infective meningitis
C4053736	Catecholaminergic Polymorphic Ventricular Tachycardia Type 1
C0729582	Floating-harbor syndrome
C0023798	Lipoma
C4315960	Medullary cysts
C0023794	Lipoidosis
C0023795	Lipoid Proteinosis of Urbach and Wiethe
C1096452	Neonatal Early-Onset Sepsis
C1096458	Vascular occlusion
C0020443	Hypercholesterolemia
C0020441	Hypercementosis
C0020440	Hypercapnia
C0020445	Hypercholesterolemia, Familial
C0013927	Embolism, Amniotic Fluid
C0020449	Hyperdistention
C0013922	Embolism
C4505291	Xp21 Contiguous Gene Deletion Syndrome
C3714636	Pneumonitis
C0280252	stage, colon cancer
C0280253	stage, gastric cancer
C0585051	Acute sciatica
C0280257	stage, esophageal cancer
C0280255	stage, endometrial carcinoma
C4302109	IgG4-related sclerosing cholangitis
C0233585	Foot tapping
C0745242	Immunoglobulin deficiency
C0023860	Listeriosis
C3809853	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39
C4015903	SWANN BLOOD GROUP ANTIGEN PHENOTYPE
C0242670	Persistent Vegetative State
C0023869	Lithiasis
C3809858	TESTICULAR ANOMALIES WITH OR WITHOUT CONGENITAL HEART DISEASE
C4310618	HYPOTONIA, ATAXIA, AND DELAYED DEVELOPMENT SYNDROME
C4540004	VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1
C1863416	Autosomal dominant compelling helio ophthalmic outburst syndrome
C1863411	Retinal hamartoma
C3203102	Idiopathic pulmonary arterial hypertension
C0544862	Neurocutaneous melanosis
C0079238	Digestive System Fistula
C0154246	Urea Cycle Disorders, Inborn
C3805326	Congenital heart disease (variable)
C3550789	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA
C4505439	Moral Injury
C1112474	Small cell carcinoma of esophagus
C0086025	Codependency
C4505432	XMRV Infection
C4505436	Generalized Absence Seizures
C0750863	Finding of creatine kinase level
C0751198	Hepatic Stupor
C0751195	Hemiplegia, Post-Ictal
C0751197	Fulminant Hepatic Failure with Cerebral Edema
C0751190	Sharp Headache
C0751192	Vertex Headache
C3550430	Eclabion
C1970777	Abnormally folded helix
C1735635	Progression of adenocarcinoma
C0239761	Gonadal hypoplasia
C0005859	Bloom Syndrome
C0162701	Polysomnography
C0162700	Tick-Borne Diseases
C0282643	Smith-Lemli-Opitz Syndrome, Type I
C0282644	Smith-Lemli-Opitz Syndrome, Type II
C0373721	Selenium measurement
C0920605	Neoplasm diagnosis
C3552491	AUTISM, SUSCEPTIBILITY TO, 14A
C3281092	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE
C0005587	Depression, Bipolar
C0751731	Intracranial Hypotension, Essential
C0751732	Intracranial Hypotension, Secondary
C0751733	Degenerative Diseases, Spinal Cord
C0349489	Fetal Hypoxia
C1860449	Equinus calcaneus
C1860446	Congenital vertical talus, bilateral
C0349486	Transient hypothyroxinemia
C0276668	Coccidioidal granuloma
C0346373	Malignant melanoma of iris
C0346379	Malignant melanoma of ciliary body
C0014008	Empty Sella Syndrome
C0014009	Empyema
C0276665	Pulmonary paracoccidioidomycosis
C1866134	Wide anterior fontanel
C0423280	Deep anterior chamber of eye
C1866130	Rhombencephalosynapsis
C1866131	Fusion of the cerebellar hemispheres
C0342873	Glutaric Aciduria III
C0342870	Bifunctional peroxisomal enzyme deficiency
C0342879	Primary hypercholesterolemia
C3854629	Tendon thickening
C1847425	Abnormal oral glucose tolerance
C3150667	MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY
C4747737	RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS
C1274989	Retinoid dermatitis
C0008526	Choroiditis
C0238141	Gingival Carcinoma
C0871470	Systolic Pressure
C1836533	Increased urinary O-linked sialopeptides
C2609282	Reticular pseudodrusen
C2609289	Diabetic arteriosclerosis
C4693843	MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE
C0426706	Absent kidney
C4693848	JABERI-ELAHI SYNDROME
C4016020	DNA TOPOISOMERASE I, CAMPTOTHECIN-RESISTANT
C4016022	AUTONOMIC NERVOUS SYSTEM DYSFUNCTION
C4016028	DEJERINE-SOTTAS NEUROPATHY, AUTOSOMAL DOMINANT
C1834975	Irregular acetabular roof
C0231341	Premature aging syndrome
C3280054	GELEOPHYSIC DYSPLASIA 2
C0086565	Liver Dysfunction
C3541462	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA
C0032019	Pituitary Neoplasms
C4022665	Isothenuria
C4022664	Fused thoracic vertebrae
C4022667	Small toe
C4022666	Partial absence of foot
C4022661	Hyperconvex toenail
C4022660	Autoimmune antibody positivity
C4022662	Abnormality of lateral ventricle
C0002312	alpha-Thalassemia
C0332790	Osseous ankylosis
C4023449	Infra-orbital fold
C0031118	Peripheral Nervous System Neoplasms
C0031117	Peripheral Neuropathy
C0031115	Peripheral angiopathy in diseases classified elsewhere
C0031111	Periostitis
C2004435	Vascular insufficiency of intestine
C0034544	Radiculitis
C0034543	Radicular Cyst
C0038433	Streptozotocin Diabetes
C0040560	Toxoplasmosis, Congenital
C0040561	Ocular Toxoplasmosis
C0038437	Female stress incontinence
C0038436	Post-Traumatic Stress Disorder
C1855538	Small face
C4072992	Retinal crystals
C4072991	Yellow/white lesions of the retina
C4072995	Difficulty adjusting from light to dark
C3151211	OSTEOGENESIS IMPERFECTA, TYPE X
C0007361	Cat-Scratch Disease
C3151218	OSTEOGENESIS IMPERFECTA, TYPE XI
C4015597	MYASTHENIC SYNDROME, CONGENITAL, 14
C4015596	MYASTHENIC SYNDROME, CONGENITAL, 15
C0265541	Cranioschisis
C0235044	Paresthesia, Distal
C0266011	Accessory nipple
C0266013	Congenital hypoplasia of breast
C0266015	Congenital digestive system anomalies
C0585556	Macrosaccadic oscillations
C0344262	Anterior lenticonus
C0344263	Posterior lenticonus
C2674665	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5 (finding)
C3809332	T-CELL RECEPTOR-ALPHA/BETA DEFICIENCY
C0267941	Pancreatitis, Acute Necrotizing
